"UpdatedMaster","StudyAbout","Decidestudyabout","Number_studies","SimilarStudy","SS_describe","Gender_Awareness","Gender_Aware_Des","Emotion_Awareness","Emotion_Aware_Desc","Psy_Course","IM_Non_Sex1","IM_Non_Sex2","IM_Non_Sex3","EM_Non_Sex1","EM_Non_Sex2","EM_Non_Sex3","NES1","NES2","NES3","NES4","NES5","NES6","BGenWorkplace1","BGenWorkplace2","BGenWorkplace3","BGenWorkplace4","BGenWorkplace5","Sexist_Beliefs1","Sexist_Beliefs2","Sexist_Beliefs3","Gender","Gender_4_TEXT","Age","Country","Country_3_TEXT","LivedUS","LivedSing","EnglishExperience","Edu_level","University","Corr_Cand_Gender","Correct_Emotion_Ang","Correct_Emotion_sad","Gender.Condition","Emotion.Condition","Power","Independence","Status.1","Hire","Yearly_Salary","Competent_R","Knowledgeable_R","Warm","Likeable","In_Control_R"
8,"On how the person handled themselves, and what type pf person we think she is. ","2","4","No","N/a","1","N/a","9","She wanted the meeting to so well. You could tell she was disappointed.  ","Yes",7,7,7,7,5,5,3,7,7,6,5,5,6,7,7,7,6,2,1,1,"Female","",22,"United States","",22,0,"22","University degree","Yes","Female","2",5,"Female","Sad",3,3,2,4,"55000",4,5,8,7,5
8,"I actually like the study ","2","0","No","","1","","1","","Yes",4,3,4,2,5,4,3,3,3,4,4,3,3,6,7,3,4,3,4,2,"Female","",24,"United States","",24,0,"1","University degree","Yes","Female","1",3,"Male","Angry",4,5,4,4,"10",5,5,3,5,5
8,"bias ","2","5","No","n/a","1","n/a","5","n/a","Yes",7,7,7,4,4,4,4,7,5,6,4,6,7,7,7,7,7,1,1,1,"Female","",19,"United States","",19,0,"19","Some university","Yes","Female","5",1,"Female","Angry",4,5,4,6,"70000",6,7,5,4,8
8,"To see from a point of view of what an interviewer has to rate a person that is trying to apply for a job.","2","10","No","","1","","7","Yes, described how  he or she felt sad and as well knew the decisions that were made were not wise. Therefore, he or admitted to the mistakes.","Yes",7,7,7,7,1,1,1,1,1,4,4,1,5,4,6,7,5,1,1,1,"Female","",20,"United States","",20,0,"10","High school degree/completed secondary school","Yes","Male","1",6,"Male","Sad",7,6,7,10,"18000",3,4,10,9,4
8,"I think it was about how the applicant would respond to a certain question.","1","2","No","","1","","7","Her emotional expression influenced my ratings because her manner of delivery of what she needed to say was slightly unprofessional.","Yes",7,7,7,7,1,1,5,7,7,7,7,7,5,7,7,6,7,3,1,3,"Male","",18,"United States","",18,0,"18","Some university","Yes","Male","1",1,"Female","Angry",3,5,5,4,"12000",4,4,4,4,3
8,"I felt like it was about judging the candidate on whether she would make a good employee. Even though the study didn't specifically ask for me to view myself as the person hiring, I ended up answering the questions from the interviewers point of view and was more critical.","2","2","No","","6","I saw her name was Karen and I'm predisposed to having a negative impressions of her because of the numerous memes about ""Karen's"". But I did noticed this bias in the beginning of the study and tried to act accordingly.","6","She seemed sad about messing up the Eden account but it is difficult to tell with only text. If I was there in person and was able to read their face and body language, I would be more convinced.","Yes",7,7,7,6,5,5,6,7,4,2,5,5,7,7,6,5,5,6,5,1,"Male","",22,"United States","",22,0,"22","Some university","Yes","Female","1",5,"Female","Sad",4,7,7,8,"80000",5,5,8,8,6
8,"Negative interview questions ","1","6","No","","1","","8","He said he was very angry, which is understandable but he also needs to realize mistakes happen and it is not solely the other guys fault. ","Yes",7,7,7,2,1,1,7,6,6,7,6,6,6,7,7,7,6,1,1,1,"Female","",20,"United States","",20,0,"20","Some university","Yes","Male","5",2,"Male","Angry",7,8,4,5,"60000",4,5,3,2,7
8,"Assessing whether an applicant is an acceptable employee from the point of view of the interviewer. ","2","20","No","N/A","1","N/A","5","I do not believe it influenced my decision, although I do believe they could have described the way they felt more than just saying they were sad. ","Yes",7,7,7,2,2,1,4,6,5,5,5,5,7,7,7,7,7,2,1,2,"Female","",20,"United States","",20,0,"20","Some university","Yes","Female","1",4,"Female","Sad",9,9,9,10,"50000",1,1,9,9,6
8,"perception","2","5","No","n/a","1","n/a","9","felt like he did try, just not prepared","Yes",7,7,7,1,1,1,3,4,4,7,7,4,7,7,7,7,7,1,6,1,"Female","",26,"United States","",26,0,"26","University degree","Yes","Male","1",7,"Male","Sad",1,11,6,6,"45000",5,5,8,7,3
8,"How to better understand the setting between an applicant and interviewer. It's important to understand how both are viewing things. ","2","3","No","","1","","7","Yes. It helped me better understand how he felt about the situation and whether or not he cared about his job.","No",7,7,7,7,4,5,5,6,6,7,4,4,7,7,7,6,6,1,1,1,"Female","",20,"United States","",20,0,"20","Some university","Yes","Male","2",2,"Male","Angry",7,6,6,7,"60000",3,3,8,9,3
8,"Based on the candidates responses, we needed to determine how we would feel about him as an individual.","2","0","No","","1","","5","","Yes",7,7,7,1,1,1,4,7,5,5,5,7,6,7,6,7,6,1,1,1,"Female","",20,"United States","",20,0,"20","Some university","Yes","Male","2",5,"Male","Sad",7,8,7,6,"60000",5,5,8,8,4
8,"Industrial psychology, hiring practices. ","1","10","No","","1","","9","It seemed unprofessional and not polished. ","Yes",7,7,7,7,7,7,6,7,6,7,5,5,7,7,7,6,7,4,1,1,"Female","",27,"United States","",27,0,"27","University degree","Yes","Male","1",6,"Female","Sad",4,7,6,6,"40000",3,9,8,7,7
8,"How lack of power and teamwork affects employees.","3","1","No","","1","","1","","No",7,7,7,4,1,4,5,6,5,5,3,4,7,7,7,7,7,1,1,1,"Female","",20,"United States","",20,0,"20","Some university","Yes","Female","3",3,"Female","Angry",5,8,5,6,"50000",7,7,7,8,6
8,"Hiring characteristics ","2","5","Yes","Emotional handling ","5","","1","","Yes",2,2,1,3,3,4,1,3,3,5,5,1,3,3,4,5,5,4,4,4,"Female","",25,"United States","",25,0,"25","University degree","Yes","Male","4",3,"Male","Angry",4,4,4,6,"30000",5,5,6,5,5
8,"I believe this study aims to examine power ratios between employee and employer. Specifically, examine what triggers and key topics might cause an employee to stand out in the eyes of an employer. The Interviewee in question likely didnâ€™t get the job, I feel, because he diffused blame for a loss of the company on his co-worker, so I assume this study seeks to understand what behaviors or actions might trigger potential employers to reject applicants.","3","4","No","","7","I believe the gender of the candidate made me relate to the candidate more as I identify myself as male too. Therefore, I feel I may have been less hard on him than I could have been since I could easily see myself in his shoes.","5","There didnâ€™t seem to be much emotion; he seemed robotic.","Yes",7,7,6,7,6,6,3,6,5,7,5,6,3,7,5,5,6,5,4,1,"Male","",19,"United States","",19,0,"19","Some university","Yes","Male","2",2,"Male","Sad",6,8,6,7,"70000",4,4,7,3,5
8,"I believe the study is researchers trying to better understand how learning negative experiences about a person impacts your professional opinion of them. ","1","8","No","","1","","8","When she said she was angry instead of just frustrated or disappointed it made her seem like less of teamwork type person. ","Yes",5,6,5,2,1,1,3,6,3,5,4,3,2,4,2,5,2,1,7,1,"Female","",20,"United States","",6,0,"20","Some university","Yes","Female","1",1,"Female","Angry",6,8,8,6,"40000",5,5,7,5,6
8,"How women are interpreted/blamed when there is a fault at work","3","0","No","","9","As a woman myself, I understood the frustrations she might feel by being personally blamed for something that was completely out of her control and being interpreted as incompetent.","8","When she said it made her really sad I rated her higher in warmness.","No",7,7,7,7,7,7,3,7,5,7,3,7,7,7,7,7,7,1,1,1,"Female","",21,"United States","",21,0,"21","Some university","Yes","Female","4",6,"Female","Sad",8,8,8,11,"80000",3,1,8,11,8
8,"I think this study was about application questions and how individuals express their response. ","2","10","No","","1","","1","","Yes",7,7,7,5,5,6,3,1,3,3,3,1,5,6,6,6,5,6,2,5,"Female","",25,"United States","",19,0,"19","Some university","Yes","Male","2",2,"Female","Angry",4,6,5,3,"50000",7,8,6,4,9
8,"I thought this study was interesting putting myself into an interviewer's shoes. Because I was always been the interviewee.","1","0","No","","1","","7","","No",7,7,7,4,4,4,1,4,5,7,7,4,5,5,6,1,6,1,1,1,"Male","",21,"United States","",21,0,"21","High school degree/completed secondary school","Yes","Female","5",3,"Male","Angry",7,7,5,4,"25000",5,8,4,5,5
8,"How people view responses to negative questions and what this shows about applicants in the job market. ","1","3","No","","2","","9","She didn't try and turn it into a positive at all, she sounded like she just gave up and didn't learn from the experience, so that made me not like her as an applicant. It showed she has a defeatist attitude.","No",7,7,7,7,5,5,6,7,7,7,5,7,5,6,6,6,7,3,3,1,"Female","",18,"United States","",18,0,"18","Some university","Yes","Female","3",3,"Female","Sad",5,6,5,6,"50000",4,6,7,8,6
8,"THinking from a boss view","2","1","No","","1","","4","","Yes",4,4,6,3,4,3,7,1,3,2,3,1,5,5,4,5,4,5,5,4,"Male","",23,"Other (please indicate):","Taiwan",6,0,"10","High school degree/completed secondary school","Yes","Male","2",6,"Male","Sad",4,6,6,5,"40000",8,7,6,6,8
8,"To determine whether people's responses about one instance of negativity at a previous job (based on the interview question) will almost immediately create a negative impression in the interviewer's mind, despite the interviewee's competence and responsibility.","2","","No","","1","","6","The candidate chose to become angry and did not express emotions of future reflection regarding how the situation can be avoided going forward. This made me believe that the candidate did not ponder about the value of making and learning from mistakes. ","Yes",7,7,7,1,1,1,7,7,7,7,7,6,5,5,5,5,5,2,1,1,"Female","",NA,"United States","",NA,NA,"","","Yes","Female","3",2,"Female","Angry",4,6,5,5,"",4,5,8,5,6
8,"The study was about analyzing the candidate's response to the given questions and determining whether to hire the candidate. This study requires the respondent to judge the candidate's character and work ethic based on that one question. Maybe, I should have not been so harsh on the candidate on the rating. ","2","7","No","","1","","7","Yes, I guess the way he reacted to his coworker arriving late and the entire situation influence my ratings. He should have held on the materials or drove his coworker with him.","Yes",NA,NA,NA,1,1,1,4,6,6,6,5,3,6,7,7,6,6,2,4,1,"Female","",19,"United States","",19,NA,"","Some university","Yes","","4",4,"Male","Angry",6,6,6,5,"50000",7,8,5,5,8
8,"I believe the study was implemented to determine how people judge others mainly based on their setbacks rather than achievements. ","2","2","No","","1","","4","the candidate's emotions influenced my rating mainly because although he was disappointed in that moment, he didn't get angry and blamed his partner.","No",7,7,7,4,3,4,5,3,4,3,5,4,4,5,5,5,5,3,3,1,"Female","",19,"United States","",16,0,"14","Some university","Yes","Male","1",5,"Female","Sad",7,8,7,8,"33",6,5,4,4,5
8,"I think this study is about how the interviewee can handle in a situation that may go wrong. Or it is about how the interviewee is as a person based on his frustrating experience at work. ","2","0","No","","1","","5","","No",7,4,7,7,4,4,1,4,1,1,1,1,6,6,7,6,6,1,1,1,"Female","",21,"United States","",21,0,"21","Some university","Yes","Female","1",6,"Male","Sad",4,8,7,8,"50000",3,2,8,8,4
8,"I think the study was about how other people would view this interview and see how they would hire the person or not.","2","4","No","","1","","1","","Yes",7,7,7,7,4,4,5,6,5,6,4,4,5,5,5,6,6,1,1,1,"Female","",19,"United States","",19,0,"15","High school degree/completed secondary school","Yes","Female","3",4,"Female","Sad",6,6,6,6,"45000",6,5,6,6,5
8,"Not really sure. I just know there wasn't enough information to form a hiring decision on the individual. All that was given was a negative account. ","2","2","No","","1","","9","He was upset and blamed his coworker instead of seeing them as one unit. They were a team so it wasn't that he was on time and the other late. They were a team. Not once did he take any responsibility in the outcome. ","Yes",6,6,7,1,1,1,7,6,1,1,1,2,6,7,7,7,7,1,1,1,"Female","",47,"United States","",47,0,"47","Some university","Yes","Male","6",1,"Male","Angry",8,6,6,3,"65",8,6,4,4,7
8,"To reflect on candidates giving out answers during interviews","1","1","No","","5","","1","","Yes",7,7,7,7,1,1,6,5,1,6,4,1,7,4,5,7,6,4,4,1,"Female","",21,"United States","",3,0,"15","Some university","Yes","Male","2",7,"Male","Sad",6,11,6,7,"20000",8,9,9,6,10
8,"client and employee relationship","2","0","No","","1","","1","","Yes",4,3,5,3,5,5,3,3,5,3,5,5,4,3,4,3,5,3,4,5,"Male","",22,"United States","",22,0,"22","Some university","Yes","Male","3",4,"Male","Sad",7,4,7,4,"30000",9,5,7,5,8
8,"How interviewees' language affects interviewers' perception of them","2","0","No","","1","","7","I did not think ""sad"" was an adequate way for the interviewee to describe how she likely felt after undergoing the situation she described. I perceived her as incompetent because of her inability to communicate her emotions in a descriptive way.","Yes",7,7,7,4,2,2,5,5,2,5,2,2,6,7,7,6,6,3,1,1,"Female","",19,"United States","",19,0,"19","Some university","Yes","Female","2",6,"Female","Sad",2,3,2,2,"",10,8,5,3,9
8,"To understand the person being interviewed and how the answered the questions.","2","2","No","","1","","6","I did not like that she only mentioned she was annoyed but had no plan to get through the meeting.","No",7,7,7,5,5,5,5,5,4,4,5,2,7,7,5,5,6,4,5,4,"Female","",20,"United States","",20,0,"20","Some university","Yes","Female","3",5,"Female","Angry",3,4,4,3,"45000",5,5,8,6,10
8,"To be able to assess how and individual acted and how competent they truly were within this particular interview. ","1","2","No","","1","","1","","No",7,7,7,7,7,7,1,1,5,3,5,1,7,7,7,7,7,1,1,1,"Male","",19,"United States","",19,0,"19","Some university","Yes","Male","5",1,"Male","Angry",5,6,5,5,"50000",8,1,11,7,1
8,"The interviewers' impression about the applicant and how the response affects their new job.","2","8","No","","6","I feel like I was bias and giving her certain negative attributions because she was a woman.","6","I had sympathy for her so I was a little bias.","Yes",5,5,5,5,5,5,3,6,5,6,5,5,5,6,7,7,7,1,2,1,"Female","",20,"United States","",20,0,"20","Some university","Yes","Female","1",6,"Female","Sad",3,4,4,3,"30000",6,5,8,7,8
8,"Judging an applicant's impression by their response to a negative question.","2","4","No","","4","","7","","No",6,7,7,7,7,7,2,6,5,6,2,3,6,7,7,7,7,1,1,1,"Female","",19,"United States","",19,0,"19","Some university","Yes","Female","5",4,"Female","Angry",5,5,6,8,"40000",5,4,7,8,6
8,"Bias, maybe over the name of the applicant?","3","1","No","N/A","7","Not during the rating but thinking back, I probably would have found the candidate less likable/less competent if they had been a woman rather than a male. Even though I'm a woman too? I don't know. Weird.","8","The applicant seemed pretty composed and like not extreme or like he harbored any resentment over the incident he discussed.","No",7,6,6,5,3,5,5,5,2,5,5,3,6,4,5,5,7,4,2,1,"Female","",18,"United States","",18,0,"18","Some university","Yes","Male","3",4,"Male","Sad",7,6,7,8,"67000",3,3,8,9,4
8,"interview at a business office setting ","2","0","No","","1","","9","the candidate seemed very hard working and was frustrated when something out of his control didn't turn out the way he wanted it to","No",6,5,7,5,4,4,4,6,6,5,5,4,7,7,7,5,7,1,1,1,"Female","",20,"United States","",13,0,"13","Some university","Yes","Male","5",3,"Male","Angry",8,7,7,10,"55000",2,2,6,7,3
8,"Judgment of others based on little knowledge provided during a single time in their career.","3","0","No","","6","I tend to think women are more responsible and tell more of the truth than men, in my experience, so I believed her more than I would have if it was a man.","9","Yes, because it shows she really felt remorse about the situation, which indicates she is responsible.","Yes",4,5,7,5,4,3,7,6,7,7,7,5,7,6,7,7,7,1,1,1,"Female","",20,"United States","",20,0,"20","University degree","Yes","Female","1",7,"Female","Sad",7,11,8,11,"50000",1,1,11,11,7
8,"To understand the impressions people have in a job interview. Including people who ask and answer the questions. ","1","5","No","","1","","2","","Yes",7,7,7,7,5,5,3,6,4,7,5,6,7,7,7,7,7,2,1,1,"Female","",19,"United States","",16,0,"13","Some university","Yes","Male","3",5,"Male","Sad",5,7,6,6,"75000",4,5,6,6,7
8,"self-confidence.","2","0","No","","1","","1","","Yes",4,4,4,1,1,1,4,7,4,4,4,7,7,7,7,7,7,4,4,4,"Female","",19,"United States","",15,2,"15","University degree","Yes","Female","4",4,"Female","Angry",8,8,8,8,"60000",9,8,8,8,9
8,"How negative questions will lead to negative answers where you might judge someone wrongly based on how they handled the situation compared to how you would","2","0","No","","1","","1","","Yes",7,7,7,7,1,1,5,7,7,7,6,7,6,7,6,7,7,1,4,7,"Female","",18,"United States","",18,0,"18","Some university","Yes","Male","1",7,"Male","Sad",5,9,6,8,"40000",4,5,7,6,10
8,"I think this study was about what you thought about a person and their thoughts/actions after a negative event happened at their workplace. Also your opinion or the likelihood of why they should or shouldn't get hire for a new job.","1","0","No","N/A","1","N/A","5","N/A","No",7,7,7,7,7,7,3,6,5,4,2,1,7,7,7,7,7,7,7,1,"Female","",19,"United States","",19,0,"13","Some university","Yes","Female","6",1,"Female","Angry",7,8,8,8,"80000",1,1,6,9,3
8,"The study is about judging the capabilities of an applicant from a negative experience at work and overall interview skills.","2","2","No","","1","","7","Emotions can have a profound effect because most everyone can relate to others' emotions.","Yes",6,7,7,3,2,2,3,7,6,7,7,5,4,5,5,5,5,2,2,1,"Other (please indicate)","NB",20,"United States","",16,0,"20","Some university","Yes","Male","2",6,"Female","Sad",7,9,6,6,"60000",5,4,7,6,8
8,"The impression the applicant makes","2","2","No","","1","","7","It demonstrated that their situation was real and they were truly affected by the outcome. It gave the impression if a similar situation were to happen again, they would use a different approach. ","No",7,7,7,5,3,1,1,7,1,5,2,4,5,4,5,2,5,1,1,1,"Female","",19,"United States","",19,0,"19","High school degree/completed secondary school","Yes","Male","5",2,"Male","Angry",7,7,7,5,"60000",5,5,3,3,5
8,"People's impressions of interview questions and answers. ","2","2","No","","1","","8","He seemed disappointed and I think that shows that he takes his work seriously.","Yes",7,4,7,7,7,7,1,7,5,7,7,5,5,5,4,5,5,5,4,1,"Female","",18,"United States","",17,0,"18","High school degree/completed secondary school","Yes","Male","1",4,"Male","Sad",8,8,8,9,"75000",1,1,8,11,1
8,"I believe this study was about how interviewers determine a possible employee's competence, worth, and ability to get hired based on their reactions to tough situations and their willingness to help colleagues. ","2","2","No","","1","","9","The emotion the candidate expressed was anger and irritability, which shows a lack of ability to control their own emotions or look back at the situation with a different perspective. ","Yes",7,7,7,4,4,4,7,7,5,4,4,5,6,6,5,6,6,1,1,1,"Female","",18,"United States","",6,NA,"18","High school degree/completed secondary school","Yes","Male","4",1,"Male","Angry",3,3,1,1,"40000",5,10,3,3,10
8,"How I would react as an interviewer to these answers","3","2","No","","1","","2","","Yes",6,4,5,6,5,5,3,7,4,6,1,4,7,7,7,7,7,3,1,1,"Female","",19,"United States","",19,0,"19","Some university","Yes","Male","2",4,"Female","Angry",3,6,4,6,"50000",3,3,7,8,6
8,"Determining a person's ability to do a job from one question. Judging based on one answer rather than the whole person.","2","3","No","Many of them were surveys on my lifestyle.","1","","1","","Yes",7,7,7,4,4,4,1,1,1,5,4,1,7,7,7,7,7,1,1,1,"Male","",19,"United States","",19,0,"16","Some university","Yes","Female","4",4,"Female","Angry",3,8,4,4,"50000",5,5,7,4,8
8,"A job interview. Maybe if we were an employer, how would we perceive someone who complains and blames others. ","1","10","No","","1","","6","I think people who are happy at work do a better job.","Yes",7,7,5,7,4,4,3,7,5,6,5,5,5,5,6,6,6,2,1,1,"Female","",19,"United States","",19,0,"19","High school degree/completed secondary school","Yes","Male","4",6,"Male","Sad",6,7,7,6,"50000",5,6,5,5,7
8,"Trying to identify the outcomes or potential observations of the interviewers through the answers given by the applicant during job interviews, specifically minor parts or certain important fragments of the interviews. ","2","4","No","","1","","7","Taking time out of your interview for a new potential position at a new job to gripe about what had happened at your old one could look bad to the employer. Explaining the situation in a straightforward manner could have given off a better impression. ","Yes",5,5,4,4,6,1,3,5,3,4,4,3,5,6,5,3,4,7,3,1,"Male","",20,"United States","",20,0,"20","Some university","Yes","Male","6",4,"Male","Angry",6,6,4,8,"75000",5,5,4,4,6
8,"How likely someone is to get hired based on their interview.","2","1","No","","1","","1","","Yes",7,7,7,1,1,1,1,6,4,5,2,4,7,7,7,6,7,1,5,1,"Female","",20,"United States","",20,0,"20","Some university","Yes","Female","1",5,"Female","Sad",6,6,6,6,"",1,1,9,11,4
8,"I think this study was about how we can be outstanding business or just in general work environment by how we think and do things logically. ","1","1","No","I am never able to find a reliable source I can trust to do these types of surveys. Due to some survey, I attempted to do like similar to this one, they ask me a lot of information like where I live, what's my card account. ","1","","6","Yes because whatever he expressed in the statement show what he does and truly are. For example, If he knows the location but his co-worker, Chris has the material. Logically it would be better just both go together as one car or he has the material as well when he knows Chris is just following behind him and not really know where to go. ","Yes",6,6,6,5,3,2,5,4,3,6,5,3,4,5,5,5,4,1,1,1,"Female","",19,"United States","",20,0,"16","High school degree/completed secondary school","Yes","Male","5",3,"Male","Sad",3,4,4,2,"25000",7,8,4,4,6
8,"The ability to accept responsibility within a problem amongst teamwork?","3","0","No","","1","","7","","No",7,7,7,7,4,1,5,6,3,6,3,2,6,5,7,7,6,2,1,2,"Female","",19,"United States","",19,0,"18","Some university","Yes","Male","3",2,"Female","Angry",5,5,4,6,"70000",5,5,3,7,6
8,"Personally, I felt that the study was about seeing if honesty and willingness to admit mistakes, even in a negative context, would boost trust in the interviewer and contribute to hiring the applicant.","2","0","No","N/A","1","N/A","6","The candidate was honest, and it made me trust them more.","No",7,7,7,6,4,4,3,6,5,6,4,4,7,7,5,6,6,1,1,1,"Male","",21,"United States","",21,0,"21","Some university","Yes","Female","1",5,"Female","Sad",6,8,8,6,"60000",4,5,7,8,6
8,"I personally think this study was about perceptions from certain interview questions and the psychological aspects behind this.","2","8","No","","1","","8","The candidate expressing the fact that she was merely just ""sad"" and did not show feelings of irritation or anger towards Chris possibly show that the candidate possesses a sense of self-control and calmness.","Yes",7,7,7,1,1,1,5,5,6,7,5,3,4,7,5,6,5,2,1,3,"Female","",19,"United States","",19,0,"18","Some university","Yes","Female","1",5,"Male","Sad",3,7,7,11,"89000",5,4,8,8,5
8,"A potential applicant for something to do with banking.","2","0","No","N/A","1","","9","Her anger and annoyance at the situation made her seem more human and likeable to me.","No",7,7,6,4,4,4,6,7,5,4,4,4,4,5,5,4,5,5,4,1,"Male","",18,"United States","",18,0,"18","High school degree/completed secondary school","Yes","Female","4",3,"Female","Angry",6,6,6,6,"",7,6,8,7,6
8,"A survey about you getting interviewed for a job or you are the one conducting the interview. ","3","3","No","","1","","1","","No",6,6,7,5,1,1,1,1,1,1,1,1,5,5,4,4,3,2,3,1,"Female","",18,"United States","",18,0,"13","High school degree/completed secondary school","Yes","Male","5",1,"Male","Angry",5,8,5,4,"",5,5,5,5,7
8,"The experiences and different situations that people face during interview and their reactions. ","3","1","No","","3","","6","Depending how people deal with the problems they created. I like it when people admit to their  mistakes and try to figure out a way to solve it and not making any excuses.","Yes",6,5,6,6,2,2,3,4,4,4,4,4,2,4,3,4,3,3,3,2,"Male","",18,"United States","",10,0,"13","University degree","Yes","Female","4",5,"Female","Sad",4,3,2,2,"30000",5,5,6,6,8
8,"To read a short paragraph about an interviewer and an interviewee. The study is to focus on how people act or behave during interviews or when getting a new job I assume. ","1","3","No","","1","","2","","Yes",1,4,7,5,1,2,2,1,1,5,3,1,3,5,6,7,7,3,1,1,"Female","",22,"United States","",22,NA,"22","High school degree/completed secondary school","Yes","Male","3",1,"Male","Angry",6,5,6,6,"2000",7,5,3,5,5
8,"","1","0","No","","1","","1","","No",7,7,7,7,7,7,3,1,5,7,7,1,5,6,7,7,7,5,5,4,"Prefer not to say","",18,"United States","",18,0,"18","Some university","Yes","Female","6",1,"Male","Sad",7,7,7,6,"50000",7,5,7,7,8
8,"How specific words or phrases can affect the first impression of a person.","2","0","No","","3","","7","The person who was getting interviewed seemed down and negative. If I am hiring, I would need someone who's more positive and upbeat.","Yes",5,5,3,5,6,5,4,6,5,6,5,2,5,5,5,5,5,3,2,3,"Female","",19,"United States","",19,0,"19","Some university","Yes","Female","2",6,"Female","Sad",4,5,5,3,"30000",9,8,6,5,8
8,"I think this study was about evaluating our impressions on a person depending on how they handle negative situations.  ","2","1","No","","1","","8","Saying that they were angry afterwards gave me the impression that this person was not as emotionally intelligent as they should be in a job that involves closing deals. It also showed me some indication that perhaps the client becoming annoyed was in some part due to them being unable to calm the client down or provide reasonable speech in the moment to deter irritation from the lack of materials. ","Yes",6,6,7,5,4,4,3,6,5,6,6,3,4,5,4,5,4,3,1,1,"Female","",18,"Other (please indicate):","United Arab Emirates",8,0,"18","Some university","Yes","Female","5",3,"Female","Angry",4,6,4,4,"40000",5,4,6,5,3
8,"impressions of those who participated in interviews and those who conduct it","2","5","No","","1","Gender has no influence on the way things were handled for me.","6","Yes, in a sense because it reveals how some people take things more seriously than others. Emotions are subjective to the person.","Yes",5,6,6,5,3,2,2,2,5,5,5,3,5,6,6,1,6,2,2,2,"Female","",21,"United States","",21,0,"21","University degree","Yes","Female","3",3,"Male","Angry",6,8,6,6,"20000",5,7,NA,7,8
8,"Whether or not negative interview answers can be good indicator of a person's ability to earn a new job.","2","1","No","","1","","9","Her negative attitude about the situation made me feel that she would not be a team player at her new job. Her lack of thinking or her feet led her not to be able to close the deal. I think if she had a positive reaction, like being more prepared to pitch without materials I would have been inclined to give her a job.","Yes",6,7,7,1,1,1,1,6,1,6,3,1,7,7,7,7,7,4,5,1,"Female","",19,"United States","",19,0,"19","Some university","Yes","Female","5",1,"Female","Angry",4,4,3,3,"20000",3,5,1,3,4
8,"To see how phrasing can affect someones perception of you.","2","1","No","","5","","9","The candidate only said that it made him feel upset that his meeting didn't go as planned, he said it only made him feel sad and didn't go further into depth.","Yes",7,7,7,7,2,6,5,6,3,4,4,5,7,7,7,7,7,2,4,1,"Female","",19,"United States","",18,0,"19","Some university","Yes","Male","4",5,"Male","Sad",8,7,9,10,"70000",2,3,5,7,7
8,"I think this study is about how different people have varying perspectives when it comes to judging people. Like in job interviews on small mishap can cost you the job just like it did for the people in the example. ","2","9","No","","1","","6","I felt emphatic towards the interviewee since they said they were sad. I have been in their shoes before so my judgement towards them was influenced based on how I felt before and how others would have felt towards me. ","Yes",7,6,7,5,4,2,1,7,7,7,5,5,4,7,7,7,6,1,4,1,"Female","",19,"United States","",19,0,"15","Some university","Yes","Female","4",7,"Female","Sad",5,6,5,6,"35000",7,5,5,5,7
8,"Biases people take to when hiring someone. Making decisions based off of the little information they know about an individual.","3","4","No","N/A","5","N/A","9","It showed he cared about his job and his reputation.","Yes",7,7,7,6,2,1,3,7,5,7,5,3,7,7,7,6,7,1,1,1,"Female","",20,"United States","",20,0,"20","Some university","Yes","Male","4",4,"Male","Angry",8,6,8,6,"75000",4,2,6,6,7
8,"I believe the study was about identifying how capable the candidate was and how she was able to navigate a difficult situation when she was in a leadership role. It is a scenario that is common in every job and being able to navigate it well and/or learn from it is key.","1","1","No","","1","","9","I understand her being upset about losing the client but I thought she should have refrained from including that information and describe more of how she was able to persevere through the absence of her colleague. Did she present information based on what she knew of the materials? Did she argue the potential benefits of the account being with her company? I wanted to know if she took the initiative and represented her company well despite not having the materials. It also shows whether or not she was prepared. Did she know enough? Or did her colleague know all that information?","Yes",7,7,7,1,1,1,7,6,6,6,6,2,6,6,6,6,6,1,4,1,"Female","",45,"United States","",21,0,"45","Graduate/postgraduate degree (e.g., doctoral degree)","Yes","Female","1",2,"Female","Angry",7,7,7,7,"45000",5,4,8,8,5
8,"How questions and answers during an interview form first impressions about a candidate. ","3","8","No","","1","","5","","Yes",4,4,5,1,1,1,2,NA,1,2,2,2,6,6,6,6,6,4,1,1,"Female","",29,"United States","",29,0,"29","Some university","Yes","Female","5",7,"Female","Sad",1,8,1,6,"50000",6,7,7,6,7
8,"
How impressionable applicant was. How applicant handled negative situations. ","2","20","No","","1","","1","","Yes",6,2,5,5,6,3,5,4,2,3,3,1,3,3,3,4,3,7,4,1,"Female","",70,"United States","",70,0,"70","Some university","Yes","Male","1",2,"Male","Sad",5,5,4,6,"25000",7,4,5,5,4
8,"To learn more about the hiring process.","2","50","No","","1","","1","","Yes",7,7,7,1,1,1,5,7,5,6,5,6,5,5,6,6,5,2,1,1,"Female","",22,"United States","",22,0,"22","High school degree/completed secondary school","Yes","Male","1",6,"Male","Sad",6,8,5,6,"70000",4,3,6,6,8
8,"To see how a bad interview can affect the appearance of the interviewee.","2","0","No","","1","","1","","No",4,7,7,7,7,7,3,5,5,7,7,5,6,7,7,7,7,1,1,1,"Female","",19,"United States","",19,0,"19","Some university","Yes","Female","3",5,"Female","Sad",5,3,3,4,"50000",5,4,8,6,8
